review_id	star_rating	review_headline	review_body	review_date	age	textwrap
R28SQZ5ZCDQUK7	5	Five Stars	lots of mounts!	2015-02-18	1661	lots of mounts!
R2N9GDGHW2A0QR	3	Three Stars	Is just enough for the camera and case, not able to keep clamps, etc above float.	2015-02-18	1661	Is just enough for the camera and case, not able to keep clamps,<br>etc above float.
RR4NVB71CDIHC	4	Its a very nice handheld pole and is comphortable to hold	Its a very nice handheld pole and is comphortable to hold. The quality is good and I enjoy using it.	2015-02-18	1661	Its a very nice handheld pole and is comphortable to hold. The<br>quality is good and I enjoy using it.
R8STDU5J6C1DJ	5	Very good strap! but if u wear it on your ...	Very good strap! but if u wear it on your head it can fell from it, better wear it on a hat or a cap. this thing does not feel secure on ur head because of hair. it also came with a thumbscrew.	2015-02-18	1661	Very good strap! but if u wear it on your head it can fell from<br>it, better wear it on a hat or a cap. this thing does not feel<br>secure on ur head because of hair. it also came with a<br>thumbscrew.
R2K3XN4RVJVD93	5	Well worth the small investment.	Simple and effective. If you want to make sure your GoPro doesn't bite the dust, don't trust your fingers. Drop a few bucks and get this tool.	2015-02-18	1661	Simple and effective. If you want to make sure your GoPro<br>doesn't bite the dust, don't trust your fingers. Drop a few<br>bucks and get this tool.
RDLGDPBI03PGU	4	Everything you expect from GoPro brand, one minor issue with the grip on the bands affecting adjustment	As will all GoPro brand accessories, this is very well made. Pretty simple design, and it works well with little adjustment. Only complaint is that the grip on the inside of the headband binds up the adjustment a bit, so it takes a little work to get it to the right size. Other than that, it's a great product.	2015-02-18	1661	As will all GoPro brand accessories, this is very well made.<br>Pretty simple design, and it works well with little adjustment.<br>Only complaint is that the grip on the inside of the headband<br>binds up the adjustment a bit, so it takes a little work to get<br>it to the right size. Other than that, it's a great product.
R8EVIOFQ2KAEG	5	Five Stars	good product	2015-02-18	1661	good product
R2BCKQPG3CGH90	5	Five Stars	kids love it	2015-02-18	1661	kids love it
R2E1ZKDJQF61AL	5	Five Stars	Super handy. Great design.	2015-02-18	1661	Super handy. Great design.
R3J0JU8IHEAO9E	5	Poseidon and his minions will be held at bay as long as this backdoor is on your camera...	this thing saved my Gopro from certain peril....<br />One a sunny August day off of the coast of Popoyo beach in Nicaragua at a reef break that was firing solid 6-8 ft lefts, I paddled out with my GoPro mounted and ready to take some quality footage. I had just put this floaty backdoor piece on the camera as an extra precaution in case something crazy happened to unmount my camera from my board. I had previously been surfing for over a year with just the camera and waterhousing itself mounted to the board. As I pulled into a heaving left barrel, the thundering lip of the water came blasting down upon me as I drew my line slightly off from where I should of been. When I came up after around 10 seconds of an underwater thrashing, to my dismay the GoPro was nowhere in sight, as Poseidon did his best to bring my $300 camera to the depths of the pacific. I looked around myself in the water frantically searching to no avail...<br />30 minutes later as I strolled the beach, there was my GoPro safe and sound floating in the nearby rivermouth while the tide came in.  The undersea gods and devils are no match for the soft rubbery orange goodness that this floaty back door imparts.<br />On a separate note, it works great to bite if you want to hold the GoPro in your mouth while doing watersports to get the perspective you want. Buy it, you won't regret it!	2015-02-18	1661	this thing saved my Gopro from certain peril....<br />One a<br>sunny August day off of the coast of Popoyo beach in Nicaragua<br>at a reef break that was firing solid 6-8 ft lefts, I paddled<br>out with my GoPro mounted and ready to take some quality<br>footage. I had just put this floaty backdoor piece on the camera<br>as an extra precaution in case something crazy happened to<br>unmount my camera from my board. I had previously been surfing<br>for over a year with just the camera and waterhousing itself<br>mounted to the board. As I pulled into a heaving left barrel,<br>the thundering lip of the water came blasting down upon me as I<br>drew my line slightly off from where I should of been. When I<br>came up after around 10 seconds of an underwater thrashing, to<br>my dismay the GoPro was nowhere in sight, as Poseidon did his<br>best to bring my $300 camera to the depths of the pacific. I<br>looked around myself in the water frantically searching to no<br>avail...<br />30 minutes later as I strolled the beach, there<br>was my GoPro safe and sound floating in the nearby rivermouth<br>while the tide came in.  The undersea gods and devils are no<br>match for the soft rubbery orange goodness that this floaty back<br>door imparts.<br />On a separate note, it works great to bite if<br>you want to hold the GoPro in your mouth while doing watersports<br>to get the perspective you want. Buy it, you won't regret it!
R20EBLGOG35OLX	5	excellent for DIY videos	Well made, excellent for DIY videos.	2015-02-17	1662	Well made, excellent for DIY videos.
R3TW4M23UZ2R93	5	Five Stars	Well made, stable.	2015-02-17	1662	Well made, stable.
R38AH2HNI67H7D	5	Bright colors makes this floaty easy to spot	Makes it float and easy to spot in the water if you happen to drop it in.	2015-02-17	1662	Makes it float and easy to spot in the water if you happen to<br>drop it in.
R1CMXNVEETIW0U	5	Five Stars	great buy	2015-02-17	1662	great buy
R269QIYCWKLM4Q	5	Five Stars	Comfortable, adjustable for different head sizes, works perfectly.	2015-02-17	1662	Comfortable, adjustable for different head sizes, works<br>perfectly.
R3L6KH6PRY7BGO	5	works great.	Nuff said in the title.	2015-02-17	1662	Nuff said in the title.
R2TNT797Z4F4OK	5	Five Stars	great buy	2015-02-17	1662	great buy
RJ9I6WM9CXDU7	5	Go Pro brand only. This stuff is built seriously ...	Go Pro brand only.  This stuff is built seriously tough.	2015-02-17	1662	Go Pro brand only.  This stuff is built seriously tough.
R1GBOVLBRRVRU5	4	Side straps don't work quite as good as had hoped but still a useful product	Fits my dog fairly well.  Side straps don't work quite as good as had hoped but still a useful product.	2015-02-17	1662	Fits my dog fairly well.  Side straps don't work quite as good<br>as had hoped but still a useful product.
R2P8126LOTPEBW	4	Four Stars	Great delivery times and was exactly what I wanted	2015-02-17	1662	Great delivery times and was exactly what I wanted
R160J17IS7SXJ0	5	Amazing!	This is perfect for snowboarding! My GoPro used to be very wobbly.	2015-02-17	1662	This is perfect for snowboarding! My GoPro used to be very<br>wobbly.
R2TQDP65IZV7JQ	5	Five Stars	great buy	2015-02-17	1662	great buy
R3QI8LZOHIA2GT	5	Five Stars	great	2015-02-17	1662	great
R2B31L6HUVG8UG	1	Did not work, would never work due to improper design.  Avoid!!!  Seriously question any product from this seller.	This is a piece of Asian knock-off crap!  the item is too narrow to accept the genuine GoPro locking screw that is common to all GoPro mounts.  The glacially slow delivery is explained by the Singapore shipping label.<br /><br />If it will not work it is not worth even $0.01.  The low price should have been a tip off but trusted Amazon to have screened their vendors for reliability.	2015-02-17	1662	This is a piece of Asian knock-off crap!  the item is too narrow<br>to accept the genuine GoPro locking screw that is common to all<br>GoPro mounts.  The glacially slow delivery is explained by the<br>Singapore shipping label.<br /><br />If it will not work it is<br>not worth even $0.01.  The low price should have been a tip off<br>but trusted Amazon to have screened their vendors for<br>reliability.
RHPYRXVUKGBA3	3	It's good..	It's good... but the inner circle is plastic for some reason, and not metal.  Every time I use it, I feel it's going to break or strip the plastic...	2015-02-16	1663	It's good... but the inner circle is plastic for some reason,<br>and not metal.  Every time I use it, I feel it's going to break<br>or strip the plastic...
R1TR8YLEWR8L2E	5	Five Stars	Works as advertised.	2015-02-16	1663	Works as advertised.
R3SSS8Y8DF2T64	4	Four Stars	go pro	2015-02-16	1663	go pro
R3VU9OL63RWZLW	5	Five Stars	You can never get things tight enough.	2015-02-16	1663	You can never get things tight enough.
R2W3GJRDVQ60HB	5	Five Stars	Must have for temperature extreme's with any of the Go Pros when using the water proof cases .	2015-02-16	1663	Must have for temperature extreme's with any of the Go Pros when<br>using the water proof cases .
RDRXT5A1NFLII	5	AAA+++	Best quality, ultra fast delivery..	2015-02-16	1663	Best quality, ultra fast delivery..
R1E9AU9VVVQRE6	5	Kept my hands free for shooting.	Was great for duck hunting.	2015-02-16	1663	Was great for duck hunting.
R1AZ73W78H7D9D	5	AAA+++	Best quality, ultra fast delivery..	2015-02-16	1663	Best quality, ultra fast delivery..
RFFIPMIWBJC2C	5	Five Stars	fast shipping, works as advertised.	2015-02-16	1663	fast shipping, works as advertised.
R18X32AV0H07LQ	5	Best there is	Works great. Don't cheap out, get the authentic mount and you'll have no worries	2015-02-15	1664	Works great. Don't cheap out, get the authentic mount and you'll<br>have no worries
R1H7MBPG9UENBL	4	Four Stars	good for any helmet mount	2015-02-15	1664	good for any helmet mount
R290GACWU2U3CL	5	Five Stars	Awesome!!!	2015-02-15	1664	Awesome!!!
RG4F6IK35DVKS	5	Five Stars	Great sizing and excellent product.	2015-02-15	1664	Great sizing and excellent product.
R3EEZ5YKO7HHQO	5	Five Stars	Thanks	2015-02-15	1664	Thanks
RXD0JQYI4O6NB	5	Five Stars	Worked as described	2015-02-15	1664	Worked as described
R196T89HNMN3CV	5	Mount for GoPro	Works perfectly would recommend it	2015-02-15	1664	Works perfectly would recommend it
R1FB0JCIGZT6PJ	5	Five Stars	All is ok Thanks	2015-02-14	1665	All is ok Thanks
R30KA67DBP5NXZ	3	Three Stars	Its not floaty	2015-02-14	1665	Its not floaty
R22ZJE7MP65R55	5	Five Stars	great	2015-02-14	1665	great
R323421CE0GIVI	5	Five Stars	ecxellent	2015-02-14	1665	ecxellent
R17T2K38FFU4VW	3	Only one fits in goPro 4 housing	It works but I wish I could put 3 in the housing. Doesn't fit on the sides of the 4. Maybe it does for the gopro3	2015-02-14	1665	It works but I wish I could put 3 in the housing. Doesn't fit on<br>the sides of the 4. Maybe it does for the gopro3
RYECYXQ7KD8PU	5	Five Stars	All is ok Thanks	2015-02-14	1665	All is ok Thanks
RFEBDNE9QOBWK	5	Can Save the DAY!	Items like this look like money grabs but are actually very useful..  When it is cold outside the gopro screw can get VERY VERY tight and be very hard to loosen up.  This wrench can save the day!! It works on both standard GoPro screws and MOST aluminum aftermarket screws, at least the few I have..  Also has a bottle opener which is always good to have on a keychain and can also save the day when opening a bottle!<br /><br />Great Product	2015-02-14	1665	Items like this look like money grabs but are actually very<br>useful..  When it is cold outside the gopro screw can get VERY<br>VERY tight and be very hard to loosen up.  This wrench can save<br>the day!! It works on both standard GoPro screws and MOST<br>aluminum aftermarket screws, at least the few I have..  Also has<br>a bottle opener which is always good to have on a keychain and<br>can also save the day when opening a bottle!<br /><br />Great<br>Product
RAVIPWRJ9N69H	5	strong	I love how strong this thing is! i've put it outside my car on the windshield and it does not shake whatsoever. I absolutely trust this suction cup.	2015-02-14	1665	I love how strong this thing is! i've put it outside my car on<br>the windshield and it does not shake whatsoever. I absolutely<br>trust this suction cup.
RWBRGCC48FQJJ	5	Five Stars	Love it	2015-02-14	1665	Love it
R372WKANBJFJDO	5	Does well what it's supposed to	Works well for keeping the GoPro level and stead when underwater and, because of the wrist strap (and the fact that the handle floats), you don't have to worry about losing it.	2015-02-14	1665	Works well for keeping the GoPro level and stead when underwater<br>and, because of the wrist strap (and the fact that the handle<br>floats), you don't have to worry about losing it.
R2F18J6HXPL1LN	5	"A ""Must Have"" GoPro Accessory"	Every GoPro owner should have one of these tools in their pack!  It will save your hands and your camera when switching out different cases for the GoPro.	2015-02-14	1665	Every GoPro owner should have one of these tools in their pack!<br>It will save your hands and your camera when switching out<br>different cases for the GoPro.
R1PPEK5UXDT7PF	5	Five Stars	Love these.	2015-02-14	1665	Love these.
R32E58BX42KQ4T	5	Five Stars	a must have for gopro users.	2015-02-14	1665	a must have for gopro users.
R3UIZ8VZG0WUFO	5	Perfect!	Amazing! This Little thing will make you enjoy your GoPro to the limits.	2015-02-14	1665	Amazing! This Little thing will make you enjoy your GoPro to the<br>limits.
R2OCTODJ2XRSGP	5	Five Stars	All is ok Thanks	2015-02-14	1665	All is ok Thanks
R1G3NATW6QKZ71	5	Worked Great	Used these in a scuba camera case, worked great	2015-02-14	1665	Used these in a scuba camera case, worked great
R3LQPLAWCVGZKE	2	Two Stars	It makes loud noises with movement and doesn't stay rigid during bodyboarding.	2015-02-13	1666	It makes loud noises with movement and doesn't stay rigid during<br>bodyboarding.
R2FFIJWRL55WKF	5	love it!	Everytime I try it, I find something new! This is a wonderful toy!!! Now after I've got it, I want to become a president of the country and all my dreams came true! )))	2015-02-13	1666	Everytime I try it, I find something new! This is a wonderful<br>toy!!! Now after I've got it, I want to become a president of<br>the country and all my dreams came true! )))
R2T94CKCTSB7M9	5	Five Stars	A Must if you have a Go Pro	2015-02-13	1666	A Must if you have a Go Pro
R3BDAIUMP0OD53	2	Two Stars	Kind of cheap quality.	2015-02-13	1666	Kind of cheap quality.
R1IBPCCF9PIT4A	5	Must Have	Works are advertised.	2015-02-13	1666	Works are advertised.
R1AYR1C3ZX3ALQ	4	Four Stars	GReat sale fast shipping.	2015-02-13	1666	GReat sale fast shipping.
R20M0LI0J7EV7P	5	Must Have	Works fine, just as expected.	2015-02-13	1666	Works fine, just as expected.
R321M9S023E3M2	5	Five Stars	Very good.	2015-02-13	1666	Very good.
R3UX5B8WWY67R7	4	Useful	Adhesive was applied on a slant. Corrected this when I put it on the back plate of the camera. Be sure to check the orientation of the camera before sticking it, I put it on upside down the first time.	2015-02-13	1666	Adhesive was applied on a slant. Corrected this when I put it on<br>the back plate of the camera. Be sure to check the orientation<br>of the camera before sticking it, I put it on upside down the<br>first time.
R3QTZOK4JPS2D2	2	Blocks the window.  Try a floating wrist strap instead.	I have this product, but I think I'll be happier using a float I purchased for an older camera, the &#34;Chums Waterproof Camera Float&#34; because it does not block the window.	2015-02-13	1666	I have this product, but I think I'll be happier using a float I<br>purchased for an older camera, the &#34;Chums Waterproof Camera<br>Float&#34; because it does not block the window.
R1OR3X3A0B4LVS	5	Good deal, Good fit.	Priced much lower than buying individually from GoPro. Fit/work well.	2015-02-12	1667	Priced much lower than buying individually from GoPro. Fit/work<br>well.
R2ZLFVSCHN4P01	5	You definitely get what you pay for! Try water/swimming shots!	Love the idea of a mount for my dog. It fits very well, and is very user friendly! The film quality is great thanks to GoPro. It is hard to get great quality when they are running cause the camera shakes, but what else would you expect. Imagine putting a GoPro on your back and running full speed. Swimming shots look hilarious. Brings a whole new perspective to my GoPro!	2015-02-12	1667	Love the idea of a mount for my dog. It fits very well, and is<br>very user friendly! The film quality is great thanks to GoPro.<br>It is hard to get great quality when they are running cause the<br>camera shakes, but what else would you expect. Imagine putting a<br>GoPro on your back and running full speed. Swimming shots look<br>hilarious. Brings a whole new perspective to my GoPro!
R1U9XRPMVW40ED	5	Five Stars	was all that I exspected	2015-02-12	1667	was all that I exspected
R1BRUESA93C6GG	5	But I love the peace of mind I will get from having ...	I have not used this item yet, so may revise my review after I do.  But I love the peace of mind I will get from having this on my camera in the water. I would much prefer to spend $10 on this than have to buy another $400 camera.	2015-02-12	1667	I have not used this item yet, so may revise my review after I<br>do.  But I love the peace of mind I will get from having this on<br>my camera in the water. I would much prefer to spend $10 on this<br>than have to buy another $400 camera.
R2TP8TC6P80ZH8	5	Five Stars	A must have!	2015-02-12	1667	A must have!
R156I0TGU9I8NY	5	Definitely worth it	This item is great.  My 8 year old daughter and 5 year old son have worn it around, as have I.  Some of the funniest memories of a recent trip to visit family were found when we got home and reviewed the footage shot when we just placed the camera on our 5 year old's head and let him be himself.  Watching events unfold from the perspective of a kindergartener is eye opening indeed.	2015-02-12	1667	This item is great.  My 8 year old daughter and 5 year old son<br>have worn it around, as have I.  Some of the funniest memories<br>of a recent trip to visit family were found when we got home and<br>reviewed the footage shot when we just placed the camera on our<br>5 year old's head and let him be himself.  Watching events<br>unfold from the perspective of a kindergartener is eye opening<br>indeed.
R2A9HCDE87AJQT	5	Must have for water activities!!!	My friend lost his GoPro while surfing, and brother lost his first day he got it surfing. I will never have that issue with these floaty backdoors! I have 1 for every camera!	2015-02-12	1667	My friend lost his GoPro while surfing, and brother lost his<br>first day he got it surfing. I will never have that issue with<br>these floaty backdoors! I have 1 for every camera!
R3EP8X03CBC4KR	4	It's ok.	Works as one would expect a heads trap mount to work. Nothing more nothing less. The quick clip was handy to put camera on a backwards ball cap.	2015-02-12	1667	Works as one would expect a heads trap mount to work. Nothing<br>more nothing less. The quick clip was handy to put camera on a<br>backwards ball cap.
R2P9PGL0I1YCNJ	5	Great keychain!	Great for tightening under water, when it's cold out (with gloves on), or when you just want to ensure your camera won't slip around,	2015-02-12	1667	Great for tightening under water, when it's cold out (with<br>gloves on), or when you just want to ensure your camera won't<br>slip around,
R2G60I6FYODVA8	5	Five Stars	Great Product	2015-02-12	1667	Great Product
R2R1B6NHP5B4RB	5	Five Stars	Perfect	2015-02-12	1667	Perfect
R1ZVHLFGHYSS3K	5	Five Stars	Nice	2015-02-12	1667	Nice
R2MYUJFD831C4L	5	Five Stars	Nice	2015-02-12	1667	Nice
R1OKUB63UJO6MW	4	Four Stars	Not sure if it was worth 15$ but it works perfectly.	2015-02-12	1667	Not sure if it was worth 15$ but it works perfectly.
R39SIOIB96MZMP	5	Perfect addition for your monopods and tripods	Perfect addition for use on my monopods and tripods.  GoPro tripod mounts are made of the same sturdy material.  Perfect fit for standard 3/4 tripods/monopods.	2015-02-12	1667	Perfect addition for use on my monopods and tripods.  GoPro<br>tripod mounts are made of the same sturdy material.  Perfect fit<br>for standard 3/4 tripods/monopods.
R3J9JMITKUTIDR	5	Worked as expected	The floating back door worked as expected	2015-02-11	1668	The floating back door worked as expected
R2OSY3J8BKRUY9	5	Five Stars	Perfect	2015-02-11	1668	Perfect
R1W8WGNZZ81ZKX	5	Five Stars	Excellent design	2015-02-11	1668	Excellent design
R1NI59CN268QFR	5	Exactly what it says, brand name GoPro	It's the GoPro floaty backdoor as specified.  Cheaper than buyinh direct from GoPro for same brand name product.  Would reccomend if you need one.	2015-02-11	1668	It's the GoPro floaty backdoor as specified.  Cheaper than<br>buyinh direct from GoPro for same brand name product.  Would<br>reccomend if you need one.
R2EOV7BNA4K3PE	5	A Must Have	this is a great product to protect my investment with easy to see floating in the water color. It is a must have especially on the water like when I use it while I am jet skiing. Gives me a piece of mind.	2015-02-11	1668	this is a great product to protect my investment with easy to<br>see floating in the water color. It is a must have especially on<br>the water like when I use it while I am jet skiing. Gives me a<br>piece of mind.
R1I23L7HCKB2PM	5	Five Stars	Efficient shipping. No problems with product	2015-02-11	1668	Efficient shipping. No problems with product
RH0LRGH03VYPK	5	Will buy from these folks again	Bought this for my trip to Australia for my dophin dive. Held the camera steady with no problems. Arrived as expected.	2015-02-11	1668	Bought this for my trip to Australia for my dophin dive. Held<br>the camera steady with no problems. Arrived as expected.
R2WZKR992TUQYX	5	It is great and easy to use	I give this 5 stars.  It is great and easy to use. 👍👍👍👍. Fast and easy to hook up with the go pro 4 black	2015-02-11	1668	I give this 5 stars.  It is great and easy to use. 👍👍👍👍. Fast<br>and easy to hook up with the go pro 4 black
R3DGLGPV25JOKW	4	Must Have	Gotta have it...wish the screen was rotated 90 degrees...kinda weird it isn't. I am pretty sure most will wear it on their wrist. GoPro is usually spot on..maybe its me....but if you have a Hero 4 you should probably get one of these to go with it.	2015-02-10	1669	Gotta have it...wish the screen was rotated 90 degrees...kinda<br>weird it isn't. I am pretty sure most will wear it on their<br>wrist. GoPro is usually spot on..maybe its me....but if you have<br>a Hero 4 you should probably get one of these to go with it.
R1GFM4UA4PPSCJ	5	Quality Mount	Common, this thing is great! sticks to the car at over 100 mph, through twists, turns, drifts, bumps, etc...	2015-02-10	1669	Common, this thing is great! sticks to the car at over 100 mph,<br>through twists, turns, drifts, bumps, etc...
R2BHP3QP6Z01M1	5	Five Stars	Top!	2015-02-10	1669	Top!
RABICM1PWD4GD	5	Five Stars	awesome. i use it all the time. i love it	2015-02-10	1669	awesome. i use it all the time. i love it
R2M12AVUFJHU3P	5	Five Stars	As described! Got my package on a Sunday! Wooohooo	2015-02-09	1670	As described! Got my package on a Sunday! Wooohooo
R12W00WSHFH93R	4	Four Stars	Totally useful when you could have fog	2015-02-09	1670	Totally useful when you could have fog
RA15P0XF83OT3	3	stock mount is 90 degrees off (see pictures) so requires ...	stock mount is 90 degrees off (see pictures) so requires additional attachment to correct at the expense of instability...	2015-02-09	1670	stock mount is 90 degrees off (see pictures) so requires<br>additional attachment to correct at the expense of<br>instability...
R5QFDYYCGA5LA	5	... this accessory yet but price and quality seem very good.	I haven't used this accessory yet but price and quality seem very good .<br />Gregg	2015-02-09	1670	I haven't used this accessory yet but price and quality seem<br>very good .<br />Gregg
R1SPJNLK496F2L	5	I enjoy watching things from her view	works well with my little dog. I enjoy watching things from her view.	2015-02-09	1670	works well with my little dog. I enjoy watching things from her<br>view.
R2KD40055ASZIB	5	Five Stars	Another great accessory for any smooth surface  ,  Boats , Vehicle hoods , Widows etc.<br />Gregg	2015-02-09	1670	Another great accessory for any smooth surface  ,  Boats ,<br>Vehicle hoods , Widows etc.<br />Gregg
R1JYU9RUW60FZD	5	Works great	Honestly I haven't used this mount much but it's identical to the smaller one which I use a lot and it's great.	2015-02-09	1670	Honestly I haven't used this mount much but it's identical to<br>the smaller one which I use a lot and it's great.
RUQDD0JJW9KR	5	Used this mounted to my HD Road King crash bar ...	Used this mounted to my HD Road King crash bar on a 2200 miles ride through the smokies. Never came loose or budged. Worked great	2015-02-09	1670	Used this mounted to my HD Road King crash bar on a 2200 miles<br>ride through the smokies. Never came loose or budged. Worked<br>great
R16WYR89ESIQAH	5	Five Stars	A Must Have For All Water Sports !<br />Gregg	2015-02-09	1670	A Must Have For All Water Sports !<br />Gregg
R19EE8UEHW1JS3	5	Must Have!	Do not go without one! The tube rope on my jet ski caught the GoPro and ripped it off into the murky Florida river water. Floaty was visible from 50+ yards and saved me from loosing a brand new GoPro. Never would have found it in 15+ depth waters with less than 12&#34; visibility.	2015-02-09	1670	Do not go without one! The tube rope on my jet ski caught the<br>GoPro and ripped it off into the murky Florida river water.<br>Floaty was visible from 50+ yards and saved me from loosing a<br>brand new GoPro. Never would have found it in 15+ depth waters<br>with less than 12&#34; visibility.
R15TTXZ1IHKQR9	5	Five Stars	good additions to my camera. Great price	2015-02-09	1670	good additions to my camera. Great price
R12UP3MEAQ4WHK	5	Five Stars	awesome views of you dog running around	2015-02-09	1670	awesome views of you dog running around
R2GAZ25RW5NW45	5	Five Stars	I gave to my grandson for Christmas and he likes it.	2015-02-09	1670	I gave to my grandson for Christmas and he likes it.
R3RH3AANJHXN0X	5	My pole has never been more useful!	Before I got this I would hardly ever use my pole, it was just collecting dust.<br />Then it arrived in the mail and the first thing I did was strap it on and fully extend my pole and wow! The perfect companion for my pole really. Taking lots of shots I would've otherwise missed.<br />Thank you Gopro remote, making my go pole go places it's never been before.	2015-02-09	1670	Before I got this I would hardly ever use my pole, it was just<br>collecting dust.<br />Then it arrived in the mail and the first<br>thing I did was strap it on and fully extend my pole and wow!<br>The perfect companion for my pole really. Taking lots of shots I<br>would've otherwise missed.<br />Thank you Gopro remote, making<br>my go pole go places it's never been before.
R3VQX5JU7F0GBA	4	Four Stars	We love it	2015-02-09	1670	We love it
R28WYCOUXTLXC0	4	One of my favourite mount	I like this mount and the strap has rubber like surface to prevent slipping off from your head while wearing it. But it messes my hair after wearing.	2015-02-09	1670	I like this mount and the strap has rubber like surface to<br>prevent slipping off from your head while wearing it. But it<br>messes my hair after wearing.
R3F2815ZY8I41B	5	Great product and the price was even better	I bought it so my daughter can use it while skiing but was my husband who ended using it after all. We love it!!! Easy to put in on a hat or a helmet. GoPro is super safe. You just clip and you're done.	2015-02-09	1670	I bought it so my daughter can use it while skiing but was my<br>husband who ended using it after all. We love it!!! Easy to put<br>in on a hat or a helmet. GoPro is super safe. You just clip and<br>you're done.
R2QOCZC13XL4DL	5	Must have	A must if you use you're Gopro a lot	2015-02-09	1670	A must if you use you're Gopro a lot
R2PWLQ1TBGZ7W4	4	Four Stars	useful to use your go pro	2015-02-09	1670	useful to use your go pro
R9MAD6RRR4F7G	4	Four Stars	work as expected	2015-02-08	1671	work as expected
R2EG6YQQDGQSLP	5	Five Stars	Nice for hands free operation a must have gopro 4 silver	2015-02-08	1671	Nice for hands free operation a must have gopro 4 silver
R1O7G1B41ELLFH	5	Just what you need for tripod threaded accessories.	Perfect addition to a Go Pro if you have tripod threaded accessories. Good quality, reasonably priced.	2015-02-08	1671	Perfect addition to a Go Pro if you have tripod threaded<br>accessories. Good quality, reasonably priced.
RFOFT5MHPDN3P	4	Four Stars	good investment, no issues.	2015-02-08	1671	good investment, no issues.
R2VERMPBOAFZFU	5	Five Stars	All ok. Thks.	2015-02-08	1671	All ok. Thks.
R2RYAMG7OMZGL7	4	GoPro Floaty Backdoor	Shop carefully.<br />After looking at a bunch of floaties and searching for the best price, I found one for only four dollars something, but when I went to the check out,<br />I noticed that with my other two purchases, my shipping total was fourty eight bucks!<br />I then went back, put in a more expensive floaty, and the shipping went down to around four dollars!!! Go figure.<br />At any rate, Floaty arrived. Came with two back doors (nice!) One I can use with the floaty (of coarse!) and the other<br />without the floaty so I can see my screen on my GoPro 4 silver.<br />I was a little disappointed because I thought I was going to get a surfboard mount with the package because of the pictures<br />that were shown with the deal I went for. It turned out that it came with two leach tethers, and two adhesive disks to use with them.<br />Not a bad deal though at all.	2015-02-08	1671	Shop carefully.<br />After looking at a bunch of floaties and<br>searching for the best price, I found one for only four dollars<br>something, but when I went to the check out,<br />I noticed that<br>with my other two purchases, my shipping total was fourty eight<br>bucks!<br />I then went back, put in a more expensive floaty,<br>and the shipping went down to around four dollars!!! Go<br>figure.<br />At any rate, Floaty arrived. Came with two back<br>doors (nice!) One I can use with the floaty (of coarse!) and the<br>other<br />without the floaty so I can see my screen on my GoPro<br>4 silver.<br />I was a little disappointed because I thought I<br>was going to get a surfboard mount with the package because of<br>the pictures<br />that were shown with the deal I went for. It<br>turned out that it came with two leach tethers, and two adhesive<br>disks to use with them.<br />Not a bad deal though at all.
