topic	text	textwrap	x	y
data/topics/battery-life_netbook_1005ha.txt.data	The battery life was the huge selling point for me and it is truly awesome .	The battery life was the huge selling point for me and it is<br>truly awesome .	8.5779	5.250887
data/topics/battery-life_netbook_1005ha.txt.data	Seriously, I felt extravagant and almost guilty when he noted the 10 hour battery life on my Asus .	Seriously, I felt extravagant and almost guilty when he noted<br>the 10 hour battery life on my Asus .	8.888652	5.5838256
data/topics/battery-life_netbook_1005ha.txt.data	Of course, without the adapter you can't charge the battery or operate the computer .	Of course, without the adapter you can't charge the battery or<br>operate the computer .	8.444202	6.317227
data/topics/battery-life_netbook_1005ha.txt.data	the battery life is so good, it was not an issue !	the battery life is so good, it was not an issue !	8.74313	5.4291573
data/topics/battery-life_netbook_1005ha.txt.data	I have had the laptop for 3 weeks now and I have had no trouble with the battery life or the charging process .	I have had the laptop for 3 weeks now and I have had no trouble<br>with the battery life or the charging process .	8.846196	6.2954154
data/topics/battery-life_netbook_1005ha.txt.data	9GHz, but it's unstable, and I have actually returned it to stock speeds since the battery life is much better at stock .	9GHz, but it's unstable, and I have actually returned it to<br>stock speeds since the battery life is much better at stock .	9.126057	5.682631
data/topics/battery-life_netbook_1005ha.txt.data	The battery life is as advertised here .	The battery life is as advertised here .	8.5754175	5.6942906
data/topics/battery-life_netbook_1005ha.txt.data	Battery life is the longest of any system I've ever had or seen .	Battery life is the longest of any system I've ever had or seen<br>.	8.628911	5.3406444
data/topics/battery-life_netbook_1005ha.txt.data	As for the ac adapter wigging out i've had no such problem as when plugged in it's always on and when on battery it lasts a long time .	As for the ac adapter wigging out i've had no such problem as<br>when plugged in it's always on and when on battery it lasts a<br>long time .	8.808101	6.273267
data/topics/battery-life_netbook_1005ha.txt.data	Won't send battery without fax letter of agreement .	Won't send battery without fax letter of agreement .	9.084786	6.1508355
data/topics/battery-life_netbook_1005ha.txt.data	If we don't get fax no battery .	If we don't get fax no battery .	9.08066	6.0050554
data/topics/battery-life_netbook_1005ha.txt.data	When might the battery arrive .	When might the battery arrive .	8.916929	5.8767943
data/topics/battery-life_netbook_1005ha.txt.data	Battery is width of 10 pencils .	Battery is width of 10 pencils .	8.337136	5.9821243
data/topics/battery-life_netbook_1005ha.txt.data	Will update when battery arrives in a few weeks .	Will update when battery arrives in a few weeks .	9.085627	5.905864
data/topics/battery-life_netbook_1005ha.txt.data	Pro's ,  I so wanted to love the small size, long battery life, brilliant blue color and light weight .	Pro's ,  I so wanted to love the small size, long battery life,<br>brilliant blue color and light weight .	6.7427096	6.500891
data/topics/battery-life_netbook_1005ha.txt.data	the battery life is as advertised .	the battery life is as advertised .	8.500453	5.676965
data/topics/battery-life_netbook_1005ha.txt.data	Battery Life depends on how it's being used   but it's much better than it's little brother the Eee PC 900 .	Battery Life depends on how it's being used   but it's much<br>better than it's little brother the Eee PC 900 .	7.871564	5.975437
data/topics/battery-life_netbook_1005ha.txt.data	Well I first ordered this netbook through J&R Music for a good price and when it arrived I charged the battery fully and later turned it on .	Well I first ordered this netbook through J&R Music for a good<br>price and when it arrived I charged the battery fully and later<br>turned it on .	8.478195	6.458555
data/topics/battery-life_netbook_1005ha.txt.data	A few hours later the battery light is on and green .	A few hours later the battery light is on and green .	9.017933	6.076989
data/topics/battery-life_netbook_1005ha.txt.data	Battery life seems to be good .	Battery life seems to be good .	8.648473	5.375975
data/topics/battery-life_netbook_1005ha.txt.data	0 out of 5 stars Battery problem, August 10, 2009	0 out of 5 stars Battery problem, August 10, 2009	9.008788	6.142887
data/topics/battery-life_netbook_1005ha.txt.data	When received battery defective would not charge .	When received battery defective would not charge .	8.934068	6.211761
data/topics/battery-life_netbook_1005ha.txt.data	After sending Fax and battery at my expense with a time	After sending Fax and battery at my expense with a time	9.1521845	6.1003165
data/topics/battery-life_netbook_1005ha.txt.data	5 hour battery pack and the 2 GB Crucial upgrade from Amazon after continued delays from Dell on my new Vostro 1520 notebook with Xp .	5 hour battery pack and the 2 GB Crucial upgrade from Amazon<br>after continued delays from Dell on my new Vostro 1520 notebook<br>with Xp .	8.057214	6.267193
data/topics/battery-life_netbook_1005ha.txt.data	5 hour battery claim, but it seems to be accurate .	5 hour battery claim, but it seems to be accurate .	9.196129	5.883711
data/topics/battery-life_netbook_1005ha.txt.data	The wireless networking logs on as soon as the unit is booted, I've had the charger plugged in while cycling the battery and the charger has not quit, the battery life has peaked to the point I can leave this thing on all day without it shutting down .	The wireless networking logs on as soon as the unit is booted,<br>I've had the charger plugged in while cycling the battery and<br>the charger has not quit, the battery life has peaked to the<br>point I can leave this thing on all day without it shutting down<br>.	9.120309	6.0470676
data/topics/battery-life_netbook_1005ha.txt.data	I needed something comfortable for typing documents plus something with long battery life to keep in my briefcase .	I needed something comfortable for typing documents plus<br>something with long battery life to keep in my briefcase .	7.392531	6.468125
data/topics/battery-life_netbook_1005ha.txt.data	I picked it up right away due to the battery life, keyboard and sleek design .	I picked it up right away due to the battery life, keyboard and<br>sleek design .	6.7086573	6.717503
data/topics/battery-life_netbook_1005ha.txt.data	I actually went without charging it for more than a day because the battery life is just so amazing .	I actually went without charging it for more than a day because<br>the battery life is just so amazing .	8.790868	5.3866577
data/topics/battery-life_netbook_1005ha.txt.data	With such a great battery life, keyboard and responsive touch pad, there's really no other model that can hold a candle to this puppy .	With such a great battery life, keyboard and responsive touch<br>pad, there's really no other model that can hold a candle to<br>this puppy .	7.3481665	6.169315
data/topics/battery-life_netbook_1005ha.txt.data	My battery recharger failed within 24 hours, I returned it and received no notification that a replacement was shipped .	My battery recharger failed within 24 hours, I returned it and<br>received no notification that a replacement was shipped .	8.95107	6.33238
data/topics/battery-life_netbook_1005ha.txt.data	3 megapixel camera, the n280 atom processor, a 6, cell battery, and much more .	3 megapixel camera, the n280 atom processor, a 6, cell battery,<br>and much more .	7.796358	5.2519093
data/topics/battery-life_netbook_1005ha.txt.data	I bought this about 3 weeks ago, and just until now, the charger wont completely charge the battery .	I bought this about 3 weeks ago, and just until now, the charger<br>wont completely charge the battery .	9.03002	6.220364
data/topics/battery-life_netbook_1005ha.txt.data	The warranty card plainly states that the warranty covers everything but, the battery or free accessories such as mice or laptop bag .	The warranty card plainly states that the warranty covers<br>everything but, the battery or free accessories such as mice or<br>laptop bag .	8.4924755	6.2712464
data/topics/battery-life_netbook_1005ha.txt.data	The battery is spectacular, and the key board didn't take any time getting used to, and of course it is a very cute cool little gadget .	The battery is spectacular, and the key board didn't take any<br>time getting used to, and of course it is a very cute cool<br>little gadget .	6.6399617	6.782118
data/topics/battery-life_netbook_1005ha.txt.data	I had a 2 year old dell that just gave me problems so often, and recently the warrenty went out, coincidentally the battery's connection malfunctioned so it had to stay plugged in and the internet could not be detected, while my parents laptops were fine .	I had a 2 year old dell that just gave me problems so often, and<br>recently the warrenty went out, coincidentally the battery's<br>connection malfunctioned so it had to stay plugged in and the<br>internet could not be detected, while my parents laptops were<br>fine .	8.4643135	6.5202394
data/topics/battery-life_netbook_1005ha.txt.data	1005ha has Longer battery life and $30 cheaper, plus people complained about the port covers getting annoying in the 1008 .	1005ha has Longer battery life and $30 cheaper, plus people<br>complained about the port covers getting annoying in the 1008 .	8.211348	5.8031764
data/topics/battery-life_netbook_1005ha.txt.data	And you can upgrade the ram and remove the battery to be replaced in a few years, or buy another battery to carry around .	And you can upgrade the ram and remove the battery to be<br>replaced in a few years, or buy another battery to carry around<br>.	8.448539	5.961818
data/topics/battery-life_netbook_1005ha.txt.data	The 1008ha you would have to ship into the Asus company to get a new battery upgrade for ram, which will cost something .	The 1008ha you would have to ship into the Asus company to get a<br>new battery upgrade for ram, which will cost something .	8.324272	6.190001
data/topics/battery-life_netbook_1005ha.txt.data	Great battery life, very fast on my wireless router, does websites with flash and other media supported elements and even though I still love my Blackberry I needed something with a bit more  umph  to store vacation pics in on the road and attach files to email .	Great battery life, very fast on my wireless router, does<br>websites with flash and other media supported elements and even<br>though I still love my Blackberry I needed something with a bit<br>more  umph  to store vacation pics in on the road and attach<br>files to email .	9.249038	5.357078
data/topics/battery-life_netbook_1005ha.txt.data	Sure this one has a larger battery .	Sure this one has a larger battery .	8.423658	5.8050475
data/topics/battery-life_netbook_1005ha.txt.data	The keyboard is easy to type on  , the battery life is great, and I've found that I really do like the touch pad with all its features .	The keyboard is easy to type on  , the battery life is great,<br>and I've found that I really do like the touch pad with all its<br>features .	6.6866684	6.7288995
data/topics/battery-life_netbook_1005ha.txt.data	My computer exhibited the precise symptoms described by others, , the first charge, up went fine, but when I had depleted the battery and went to recharge it, the power supply failed to do anything .	My computer exhibited the precise symptoms described by others,<br>, the first charge, up went fine, but when I had depleted the<br>battery and went to recharge it, the power supply failed to do<br>anything .	8.671049	6.4594817
data/topics/battery-life_netbook_1005ha.txt.data	, around the house, i can freely roam to wherever i find comfortable or least noisy, NEVER having to worry about the power cord because of the seemingly infinite battery life .	, around the house, i can freely roam to wherever i find<br>comfortable or least noisy, NEVER having to worry about the<br>power cord because of the seemingly infinite battery life .	9.12762	5.5408497
data/topics/battery-life_netbook_1005ha.txt.data	this thing shines, yet barely sips at the battery	this thing shines, yet barely sips at the battery	8.505028	5.388089
data/topics/battery-life_netbook_1005ha.txt.data	Full sized laptops are so freaking bulky, heavy, and the battery wouldnt even make it though one of my evening classes .	Full sized laptops are so freaking bulky, heavy, and the battery<br>wouldnt even make it though one of my evening classes .	7.8008904	6.3533063
data/topics/battery-life_netbook_1005ha.txt.data	Her computer is a top of the line notebook that never leaves her desk because of bulkiness and pathetic battery life, so her only backdrop is the block wall of her dorm XD but with this eeepc, she never sees me in the same place twice, and almost all of the time im outside, far from buildings which really says something about the wireless card .	Her computer is a top of the line notebook that never leaves her<br>desk because of bulkiness and pathetic battery life, so her only<br>backdrop is the block wall of her dorm XD but with this eeepc,<br>she never sees me in the same place twice, and almost all of the<br>time im outside, far from buildings which really says something<br>about the wireless card .	7.682083	6.332831
data/topics/battery-life_netbook_1005ha.txt.data	The reason I went with Asus is the long battery life without the huge bump in the back   ,  a fast processer, easy memory upgrade, good looks and great price .	The reason I went with Asus is the long battery life without the<br>huge bump in the back   ,  a fast processer, easy memory<br>upgrade, good looks and great price .	7.533473	6.3672175
data/topics/battery-life_netbook_1005ha.txt.data	I bought this to use when traveling within a developing country, where I need lots of battery life and don't feel like lugging around my conspicuous   15  notebook .	I bought this to use when traveling within a developing country,<br>where I need lots of battery life and don't feel like lugging<br>around my conspicuous   15  notebook .	7.8537226	6.3389444
data/topics/battery-life_netbook_1005ha.txt.data	Good battery life under Linux about 7 .	Good battery life under Linux about 7 .	8.147342	5.9489536
data/topics/battery-life_netbook_1005ha.txt.data	It's bigger, heavier, and has less battery life, but it is much easier to upgrade internal components .	It's bigger, heavier, and has less battery life, but it is much<br>easier to upgrade internal components .	8.092036	5.812531
data/topics/battery-life_netbook_1005ha.txt.data	Its battery life is much longer ,  though not quite the stated 10 .	Its battery life is much longer ,  though not quite the stated<br>10 .	8.568194	5.601776
data/topics/battery-life_netbook_1005ha.txt.data	The 6, cell lithium, ion battery is seamless integrated into the mainframe to minimize space usage .	The 6, cell lithium, ion battery is seamless integrated into the<br>mainframe to minimize space usage .	7.9742126	5.913958
data/topics/battery-life_netbook_1005ha.txt.data	Now add in the N, standard wireless, free netbook sleeve and the usual laptop microphone   webcam suite, and together with its aforementioned compactness and long battery life, it becomes possible to do productive work on the Asus Eee HA1005 ,  maintaining web sites, writing long articles, coding, e, networking, etc ,  almost anywhere .	Now add in the N, standard wireless, free netbook sleeve and the<br>usual laptop microphone   webcam suite, and together with its<br>aforementioned compactness and long battery life, it becomes<br>possible to do productive work on the Asus Eee HA1005 ,<br>maintaining web sites, writing long articles, coding, e,<br>networking, etc ,  almost anywhere .	7.49393	6.3050075
data/topics/battery-life_netbook_1005ha.txt.data	The battery life is amazing .	The battery life is amazing .	8.533121	5.281749
data/topics/battery-life_netbook_1005ha.txt.data	With the battery in the back the computer has most of its weight in the back so the computer easily tips back when the screen is opened all the way up .	With the battery in the back the computer has most of its weight<br>in the back so the computer easily tips back when the screen is<br>opened all the way up .	8.1461735	6.078632
data/topics/battery-life_netbook_1005ha.txt.data	The battery life has not been tested in one complete sitting .	The battery life has not been tested in one complete sitting .	8.5644865	5.7697773
data/topics/battery-life_netbook_1005ha.txt.data	However, as would be expected, if I tether my cellphone for internet use, it does drain the battery very quickly .	However, as would be expected, if I tether my cellphone for<br>internet use, it does drain the battery very quickly .	9.279575	5.5413036
data/topics/battery-life_netbook_1005ha.txt.data	The use of WIFI also seems to drain the battery, but just not as quickly .	The use of WIFI also seems to drain the battery, but just not as<br>quickly .	9.156551	5.4892006
data/topics/battery-life_netbook_1005ha.txt.data	As far as I can tell, I do not think the battery will last more than six hours for my use .	As far as I can tell, I do not think the battery will last more<br>than six hours for my use .	9.043919	5.8159037
data/topics/battery-life_netbook_1005ha.txt.data	I suppose if I turned off the WIFI and Bluetooth and did nothing more than use MS Word, the battery would last longer .	I suppose if I turned off the WIFI and Bluetooth and did nothing<br>more than use MS Word, the battery would last longer .	9.2457075	5.5283833
data/topics/battery-life_netbook_1005ha.txt.data	I also noted the charger becomes extremely hot when plugged in and charging the computer battery .	I also noted the charger becomes extremely hot when plugged in<br>and charging the computer battery .	8.749422	6.23015
data/topics/battery-life_netbook_1005ha.txt.data	Long battery life, sharp looking machine, fingerprint magnet,glossy screen=glare,ease of use and portability .	Long battery life, sharp looking machine, fingerprint<br>magnet,glossy screen=glare,ease of use and portability .	8.001434	5.551683
data/topics/battery-life_netbook_1005ha.txt.data	Charges fully and swiftly,long lasting battery time, functions beautifully .	Charges fully and swiftly,long lasting battery time, functions<br>beautifully .	8.530519	5.3144407
data/topics/battery-life_netbook_1005ha.txt.data	5 Hour Battery Life, August 7, 2009	5 Hour Battery Life, August 7, 2009	8.636198	5.7112255
data/topics/battery-life_netbook_1005ha.txt.data	And the battery last only about 7 hours of normal use   .	And the battery last only about 7 hours of normal use   .	8.602378	5.6334267
data/topics/battery-life_netbook_1005ha.txt.data	Battery life is over 8 hours and I plan to upgrade the memory soon .	Battery life is over 8 hours and I plan to upgrade the memory<br>soon .	9.048708	5.7172866
data/topics/battery-life_netbook_1005ha.txt.data	The battery life is excellent, with normal usage I can get about 7 hours easily, more if I turn off WIFI and turn down the screen brightness .	The battery life is excellent, with normal usage I can get about<br>7 hours easily, more if I turn off WIFI and turn down the screen<br>brightness .	9.346262	5.490018
data/topics/battery-life_netbook_1005ha.txt.data	One of the downside I have noticed is that the netbook is heavy near the hinge because that's where the battery is located and if you want to put it on your lap while sitting, you have to put your hand on the bottom chassis so that the netbook doesn't tip over, and the screen doesn't bend all the way backwards which can be annoy, otherwise this is a really nice netbook .	One of the downside I have noticed is that the netbook is heavy<br>near the hinge because that's where the battery is located and<br>if you want to put it on your lap while sitting, you have to put<br>your hand on the bottom chassis so that the netbook doesn't tip<br>over, and the screen doesn't bend all the way backwards which<br>can be annoy, otherwise this is a really nice netbook .	7.5966477	6.2737637
data/topics/battery-life_netbook_1005ha.txt.data	1incredible battery life, 2weight  it runs Windows XP not Vista [bleah !	1incredible battery life, 2weight  it runs Windows XP not Vista<br>[bleah !	6.15801	4.0490994
data/topics/battery-life_netbook_1005ha.txt.data	I do imagine playing games on it would reduce the amount of time on the battery .	I do imagine playing games on it would reduce the amount of time<br>on the battery .	8.867504	5.595337
data/topics/battery-life_netbook_1005ha.txt.data	Also, if you're on the web a lot it does take up a little more battery but not enough that you can't still use it most of the day on one charge .	Also, if you're on the web a lot it does take up a little more<br>battery but not enough that you can't still use it most of the<br>day on one charge .	9.035666	5.418151
data/topics/battery-life_netbook_1005ha.txt.data	It's incredibly light even with the battery pack in   .	It's incredibly light even with the battery pack in   .	8.368276	5.4510283
data/topics/battery-life_netbook_1005ha.txt.data	The best part of the 1005HA is that the battery IS user, replaceable .	The best part of the 1005HA is that the battery IS user,<br>replaceable .	8.437188	5.378422
data/topics/battery-life_netbook_1005ha.txt.data	I was originally going to buy an ASUS 1000HE but heard the batteries were not user, replaceable, thus you had to send the computer back to ASUS for them to replace the battery with a turn, around time of up to a few months !	I was originally going to buy an ASUS 1000HE but heard the<br>batteries were not user, replaceable, thus you had to send the<br>computer back to ASUS for them to replace the battery with a<br>turn, around time of up to a few months !	8.408638	6.4523435
data/topics/battery-life_netbook_1005ha.txt.data	The laptop itself is great ,  nice crisp display, great battery life, light, and a nice form factor .	The laptop itself is great ,  nice crisp display, great battery<br>life, light, and a nice form factor .	7.5273137	6.3657827
data/topics/battery-life_netbook_1005ha.txt.data	I've run the machine on battery power some four or five times so far and have found no problems with charge or battery power life .	I've run the machine on battery power some four or five times so<br>far and have found no problems with charge or battery power life<br>.	9.083326	6.083192
data/topics/battery-life_netbook_1005ha.txt.data	I spend a lot of time in battery, power environments for other technical devices, so I'm a bit more forgiving when it comes to expected battery life versus real battery life .	I spend a lot of time in battery, power environments for other<br>technical devices, so I'm a bit more forgiving when it comes to<br>expected battery life versus real battery life .	8.954753	5.558374
data/topics/battery-life_netbook_1005ha.txt.data	0 out of 5 stars netbook with power and battery life, August 24, 2009	0 out of 5 stars netbook with power and battery life, August 24,<br>2009	7.7593784	6.706303
data/topics/battery-life_netbook_1005ha.txt.data	The seashell allows for a big battery .	The seashell allows for a big battery .	8.378189	5.8501754
data/topics/battery-life_netbook_1005ha.txt.data	I say it's a small price to pay for a sleek and light computer with an incredible battery life .	I say it's a small price to pay for a sleek and light computer<br>with an incredible battery life .	7.6884	6.0655427
data/topics/battery-life_netbook_1005ha.txt.data	After an initial full charging, I ran this netbook to 1% battery life before the first three times I recharged it .	After an initial full charging, I ran this netbook to 1% battery<br>life before the first three times I recharged it .	8.364381	6.4427757
data/topics/battery-life_netbook_1005ha.txt.data	The adapter that charges the battery overheats really easily .	The adapter that charges the battery overheats really easily .	8.614017	6.065935
data/topics/battery-life_netbook_1005ha.txt.data	0 out of 5 stars A great little machine, perfect for travels, though battery life bit shorter than advertised .	0 out of 5 stars A great little machine, perfect for travels,<br>though battery life bit shorter than advertised .	8.096935	5.532576
data/topics/battery-life_netbook_1005ha.txt.data	I was looking for portability, light weight, and long battery life, which removed a great many manufacturers off my list .	I was looking for portability, light weight, and long battery<br>life, which removed a great many manufacturers off my list .	6.8668113	6.058731
data/topics/battery-life_netbook_1005ha.txt.data	When I read the specs and the reviews and the extra hour of battery life for just a few bucks more, my decision was revised .	When I read the specs and the reviews and the extra hour of<br>battery life for just a few bucks more, my decision was revised<br>.	8.848751	5.463373
data/topics/battery-life_netbook_1005ha.txt.data	I've had the machine for 2 weeks now and the only thing that I'm not very happy with is that the battery power, for me anyway, doesn't last 10 .	I've had the machine for 2 weeks now and the only thing that I'm<br>not very happy with is that the battery power, for me anyway,<br>doesn't last 10 .	9.086861	5.7947536
data/topics/battery-life_netbook_1005ha.txt.data	5 hours from the battery  I usually get 7 .	5 hours from the battery  I usually get 7 .	9.266526	5.7567987
data/topics/battery-life_netbook_1005ha.txt.data	I'm just glad that I didn't buy a machine with slightly less hours of battery life .	I'm just glad that I didn't buy a machine with slightly less<br>hours of battery life .	8.792412	5.5183544
data/topics/battery-life_netbook_1005ha.txt.data	If someone is in the market for a great little traveling machine to access the internet, send receive emails, do some writing, and need extended battery life, I highly recommend this Asus eee netbook .	If someone is in the market for a great little traveling machine<br>to access the internet, send receive emails, do some writing,<br>and need extended battery life, I highly recommend this Asus eee<br>netbook .	7.550663	6.4029737
data/topics/battery-life_netbook_1005ha.txt.data	There are other machines out there, some with identical specs, some similiar, but none match the battery life .	There are other machines out there, some with identical specs,<br>some similiar, but none match the battery life .	7.8437314	5.9316363
data/topics/battery-life_netbook_1005ha.txt.data	Terrific value at $324 , ,  especially considering the six cell battery !	Terrific value at $324 , ,  especially considering the six cell<br>battery !	8.425276	5.4082108
data/topics/battery-life_netbook_1005ha.txt.data	Some reviewers have complained about the physical size of the battery extrusion from the bottom of the netbook .	Some reviewers have complained about the physical size of the<br>battery extrusion from the bottom of the netbook .	7.6562915	6.307713
data/topics/battery-life_netbook_1005ha.txt.data	Again, the long, lasting battery makes it worth it .	Again, the long, lasting battery makes it worth it .	8.560925	5.3204937
data/topics/battery-life_netbook_1005ha.txt.data	Then I switched to battery power and the machine froze .	Then I switched to battery power and the machine froze .	8.997091	6.220968
data/topics/battery-life_netbook_1005ha.txt.data	When I put back the factory memory the machine worked perfectly on A C and battery .	When I put back the factory memory the machine worked perfectly<br>on A C and battery .	8.697354	6.465553
data/topics/battery-life_netbook_1005ha.txt.data	Our unit has operated flawlessly so far and the 10 hour battery is a real plus .	Our unit has operated flawlessly so far and the 10 hour battery<br>is a real plus .	9.067221	5.7543783
data/topics/battery-life_netbook_1005ha.txt.data	The trick is to fully charge and then fully discharge this battery several times before you start using it in the regular mode .	The trick is to fully charge and then fully discharge this<br>battery several times before you start using it in the regular<br>mode .	8.851212	6.077969
data/topics/battery-life_netbook_1005ha.txt.data	Great battery life, decent sized screen, and the keyboard was large enough to be comfortable to type on .	Great battery life, decent sized screen, and the keyboard was<br>large enough to be comfortable to type on .	6.770908	6.5639253
data/topics/battery-life_netbook_1005ha.txt.data	I originally bought the EEE to take with me whenever my laptop was too big to take somewhere, but have started exclusively using the EEE in place of my laptop because of its portability and battery life that greatly exceeds most full size laptops .	I originally bought the EEE to take with me whenever my laptop<br>was too big to take somewhere, but have started exclusively<br>using the EEE in place of my laptop because of its portability<br>and battery life that greatly exceeds most full size laptops .	7.4711933	6.421561
data/topics/battery-life_netbook_1005ha.txt.data	The only minor issue is that the battery life is a bit less after the Windows 7 upgrade .	The only minor issue is that the battery life is a bit less<br>after the Windows 7 upgrade .	7.7479787	6.019873
data/topics/battery-life_netbook_1005ha.txt.data	What none of the reviews I read told me is that the Asus company recommends that when you are somewhere that has electricity, you should take out the battery and just plug in the machine .	What none of the reviews I read told me is that the Asus company<br>recommends that when you are somewhere that has electricity, you<br>should take out the battery and just plug in the machine .	8.496209	6.415454
data/topics/battery-life_netbook_1005ha.txt.data	They said there are only so many recharges in the life of any battery, and when you don't have to use the battery, it extends its life .	They said there are only so many recharges in the life of any<br>battery, and when you don't have to use the battery, it extends<br>its life .	8.724155	5.77184
data/topics/battery-life_netbook_1005ha.txt.data	One of the reasons I chose this netbook was that the battery does come out ,  my old laptop had an internal battery, and when it stopped taking a charge, I had to replace the whole machine .	One of the reasons I chose this netbook was that the battery<br>does come out ,  my old laptop had an internal battery, and when<br>it stopped taking a charge, I had to replace the whole machine .	8.455163	6.5062747
data/topics/battery-life_netbook_1005ha.txt.data	So I decided that whatever I buy has to have a removable battery .	So I decided that whatever I buy has to have a removable battery<br>.	9.059584	6.22613
data/topics/battery-life_netbook_1005ha.txt.data	The battery life has been very good, especially if you follow the rule of turning off the wireless and bluetooth, and turning down the screen brightness .	The battery life has been very good, especially if you follow<br>the rule of turning off the wireless and bluetooth, and turning<br>down the screen brightness .	9.20693	5.4197006
data/topics/battery-life_netbook_1005ha.txt.data	This isn't a hassle, and usually when you want extended battery life, you're on a plane where you don't need full brightness or radio anyway .	This isn't a hassle, and usually when you want extended battery<br>life, you're on a plane where you don't need full brightness or<br>radio anyway .	9.156912	5.482236
data/topics/battery-life_netbook_1005ha.txt.data	Such much lighter and smaller, and compared to the Lenovo, its battery is immortal .	Such much lighter and smaller, and compared to the Lenovo, its<br>battery is immortal .	7.732974	6.1949806
data/topics/battery-life_netbook_1005ha.txt.data	The battery life is also great ,  I can charge my phone out of the usb port in class and not have to worry about running low on battery before the day is over .	The battery life is also great ,  I can charge my phone out of<br>the usb port in class and not have to worry about running low on<br>battery before the day is over .	9.063685	5.408395
data/topics/battery-life_netbook_1005ha.txt.data	The battery life is plenty for me .	The battery life is plenty for me .	8.888634	5.476451
data/topics/battery-life_netbook_1005ha.txt.data	I haven't done a real battery test, but I can tell you that it's on all day at work and I don't even bring the power cord from home .	I haven't done a real battery test, but I can tell you that it's<br>on all day at work and I don't even bring the power cord from<br>home .	9.25034	5.9356885
data/topics/battery-life_netbook_1005ha.txt.data	and I love the battery, life I'm not sure it was 10 .	and I love the battery, life I'm not sure it was 10 .	8.846342	5.52092
data/topics/battery-life_netbook_1005ha.txt.data	In terms of battery life its not really 10 .	In terms of battery life its not really 10 .	8.653578	5.5549273
data/topics/battery-life_netbook_1005ha.txt.data	I'm glad I did, I charged the battery before attempting anything .	I'm glad I did, I charged the battery before attempting anything<br>.	9.167804	6.2226205
data/topics/battery-life_netbook_1005ha.txt.data	I mention the battery life which I usually get about 8 hours with full brightness, playing videos or music, and have multiple programs running simultaneously .	I mention the battery life which I usually get about 8 hours<br>with full brightness, playing videos or music, and have multiple<br>programs running simultaneously .	9.387469	5.3943877
data/topics/battery-life_netbook_1005ha.txt.data	I needed a computer easy to move, to work efficiently and with long battery life and that was precisely what I got .	I needed a computer easy to move, to work efficiently and with<br>long battery life and that was precisely what I got .	7.6521354	6.4144006
data/topics/battery-life_netbook_1005ha.txt.data	This did not affect me much, I can write without problems full university texts, media files run without any problem   and the battery have been used for seven consecutive hours using the computer to the maximum in High Performance Mode without depleted .	This did not affect me much, I can write without problems full<br>university texts, media files run without any problem   and the<br>battery have been used for seven consecutive hours using the<br>computer to the maximum in High Performance Mode without<br>depleted .	9.284357	5.3454614
data/topics/battery-life_netbook_1005ha.txt.data	The advantages over Acer and HP are in the best battery and the magnificent instalation that comes with the computer .	The advantages over Acer and HP are in the best battery and the<br>magnificent instalation that comes with the computer .	7.6577797	6.1387396
data/topics/battery-life_netbook_1005ha.txt.data	another, i needed one that had a LONG battery life, since it would be a bother to have to charge a netbook every 4, 5 hours .	another, i needed one that had a LONG battery life, since it<br>would be a bother to have to charge a netbook every 4, 5 hours .	7.8430815	6.3663025
data/topics/battery-life_netbook_1005ha.txt.data	Decent speed processor, nice screen quality, great asus softwares  , and very long battery life .	Decent speed processor, nice screen quality, great asus<br>softwares  , and very long battery life .	7.186455	6.817345
data/topics/battery-life_netbook_1005ha.txt.data	For those wanting to install Win 7, it works great, no glitches or hiccups, startup is fast, and   less battery loss than vista .	For those wanting to install Win 7, it works great, no glitches<br>or hiccups, startup is fast, and   less battery loss than vista<br>.	5.7885613	3.9259918
data/topics/battery-life_netbook_1005ha.txt.data	space bar changes battery settings on the ASUS software .	space bar changes battery settings on the ASUS software .	6.5696363	6.68547
data/topics/battery-life_netbook_1005ha.txt.data	I like Eee 1005PA, V's battery life .	I like Eee 1005PA, V's battery life .	8.227396	5.612099
data/topics/battery-life_netbook_1005ha.txt.data	Keeps it nice and cool and doesn't have a significant effect on the battery .	Keeps it nice and cool and doesn't have a significant effect on<br>the battery .	8.576559	5.8832603
data/topics/battery-life_netbook_1005ha.txt.data	The battery life is incredible .	The battery life is incredible .	8.536235	5.2553034
data/topics/battery-life_netbook_1005ha.txt.data	For another $50, you get a 6 cell battery with 8 hours of run time .	For another $50, you get a 6 cell battery with 8 hours of run<br>time .	8.518997	5.7073374
data/topics/battery-life_netbook_1005ha.txt.data	5 hours of battery life, bluetooth, a better webcam can someone confirm this ?	5 hours of battery life, bluetooth, a better webcam can someone<br>confirm this ?	9.155244	5.3852577
data/topics/battery-life_netbook_1005ha.txt.data	I am a college student that got tired of lugging around a heavy 15inch laptop with less than 3 hours battery life .	I am a college student that got tired of lugging around a heavy<br>15inch laptop with less than 3 hours battery life .	7.898903	6.3448
data/topics/battery-life_netbook_1005ha.txt.data	The battery life is unbelievable, even while using USB to transfer files, watching movies and surfing the internet with screen brightness all the way up .	The battery life is unbelievable, even while using USB to<br>transfer files, watching movies and surfing the internet with<br>screen brightness all the way up .	9.166521	5.40306
data/topics/battery-life_netbook_1005ha.txt.data	I didn't time it but I got tired of waiting to run down the battery .	I didn't time it but I got tired of waiting to run down the<br>battery .	9.259799	5.901211
